rowid,kepid,kepoi_name,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5101,7045605,K07808.01,361.526458,8.16E-03,-8.16E-03,339.3304,1.34E-02,-1.34E-02,0.971,0.01,-0.674,6.947,0.633,-0.633,5.7,1.71E+00,-1.40E+00,410,,,6.67,6.11,-3.49,7196,230,-316,4.064,0.17,-0.17,1.923,0.576,-0.471,295.23029,42.516079,13.151
5102,8738775,K03432.01,48.0506878,9.97E-04,-9.97E-04,140.514,1.70E-02,-1.70E-02,0.186,0.267,-0.186,7.999,0.45,-0.45,2.36,4.20E-01,-7.80E-01,564,,,23.9,11.75,-13.74,5332,95,-63,4.083,0.338,-0.113,1.453,0.26,-0.483,284.77811,44.916779,15.033
5103,7093401,K03433.01,34.08429351,5.82E-05,-5.82E-05,152.06766,1.51E-03,-1.51E-03,1.28,32.01,-1.095,1.3521,0.0777,-0.0777,36.05,1.08E+01,-4.96E+00,506,,,15.46,14.28,-5.29,5252,174,-158,4.428,0.143,-0.287,0.922,0.276,-0.127,282.34613,42.60891,15.417
5104,7877818,K03816.01,9.44942628,2.08E-05,-2.08E-05,132.45174,1.77E-03,-1.77E-03,1.217,10.07,-0.156,6.3064,0.091,-0.091,75.22,2.78E+01,-5.16E+01,1192,,,476.13,540.49,-433.99,5092,168,-137,3.689,0.848,-0.283,2.664,0.984,-1.827,286.28629,43.615978,13.819
5105,5636642,K03817.01,0.933489066,2.51E-07,-2.51E-07,132.101834,3.02E-04,-3.02E-04,1.243,0.438,-0.161,1.41864,0.0066,-0.0066,48.01,1.33E+01,-1.09E+01,1979,,,3648.49,3051.69,-1740.55,5758,172,-189,4.307,0.2,-0.2,1.084,0.301,-0.246,296.33084,40.896259,16.428
5106,6515722,K03818.01,1.908525084,8.06E-06,-8.06E-06,131.77571,3.47E-03,-3.47E-03,0.015,0.441,-0.015,4.169,0.102,-0.102,3.74,1.22E+00,-1.22E+00,3191,,,24558.81,24367.12,-15389.65,9174,286,-430,4.013,0.215,-0.176,2.471,0.809,-0.809,289.73917,41.965271,11.721
5107,6679504,K07788.01,0.798467681,2.25E-06,-2.25E-06,132.04627,1.72E-03,-1.72E-03,0.331,1.603,-0.331,0.86,0.179,-0.179,0.82,1.20E-01,-8.00E-02,1718,,,2064.49,998.62,-594.81,5575,183,-166,4.557,0.081,-0.09,0.733,0.104,-0.076,288.00983,42.14996,15.89
5108,5560831,K03819.01,0.867721348,3.57E-07,-3.57E-07,132.161646,4.34E-04,-4.34E-04,0.987,0.015,-0.015,4.8783,0.0225,-0.0225,67,2.02E+01,-2.02E+01,2089,,,4487.7,4271.74,-2547.21,5510,200,-166,4.186,0.294,-0.196,1.276,0.384,-0.384,298.49457,40.731586,16.09
5109,5305404,K03820.01,161.252567,1.33E-03,-1.33E-03,189.10238,6.21E-03,-6.21E-03,0.869,0.01,-0.015,23.626,0.357,-0.357,5.04,1.38E+00,-3.60E-01,318,,,2.41,1.94,-0.58,5985,161,-179,4.574,0.033,-0.187,0.811,0.222,-0.059,298.93143,40.404911,14.72
5110,3728432,K03893.01,3.90863457,7.25E-06,-7.25E-06,133.92971,1.47E-03,-1.47E-03,0.111,0.335,-0.111,1.7704,0.0508,-0.0508,1.86,1.30E-01,-1.80E-01,787,,,91.01,24.9,-25.15,4518,121,-134,4.613,0.052,-0.024,0.653,0.046,-0.063,285.11969,38.866421,15.646
5111,6696580,K02092.03,77.086191,1.35E-03,-1.35E-03,202.7483,1.57E-02,-1.57E-02,1.227,69.9,-2.409,4.77,0.473,-0.473,29.77,8.88E+00,-3.80E+00,464,,,11,9.99,-3.95,6228,196,-261,4.441,0.065,-0.195,1.049,0.313,-0.134,293.29364,42.19635,15.886
5112,5473535,K03894.01,1.673662758,3.80E-06,-3.80E-06,131.67166,1.90E-03,-1.90E-03,1.186,6.5,-0.139,2.3135,0.0984,-0.0984,23.42,7.39E+00,-2.47E+00,1729,,,2106.67,1901.35,-641.32,6444,155,-222,4.433,0.065,-0.195,1.053,0.332,-0.111,298.14502,40.69809,14.576
5113,12106934,K03895.01,5.93717724,3.61E-05,-3.61E-05,135.95682,6.72E-03,-6.72E-03,6.282,2.824,-4.245,5.355,0.106,-0.106,594.32,0.00E+00,0.00E+00,1005,,,241.6,0,0,5780,,,4.438,,,1,,,289.17267,50.630558,18.358
5114,6222898,K03896.01,3.89043062,5.66E-05,-5.66E-05,132.7665,1.34E-02,-1.34E-02,0.025,0.442,-0.025,6.596,0.43,-0.43,1.24,3.20E-01,-1.70E-01,1106,,,354.22,276.36,-121.36,5646,169,-169,4.449,0.112,-0.168,0.896,0.231,-0.124,296.71689,41.504978,15.204
5115,3955866,K03897.01,16.8282542,2.87E-04,-2.87E-04,296.233,1.10E-02,-1.10E-02,0.7071,0.0434,-0.4711,39.098,0.462,-0.462,2.66,7.60E-01,-2.20E-01,668,,,46.95,38.99,-12.28,5575,141,-180,4.496,0.039,-0.229,0.972,0.279,-0.08,291.92963,39.067108,14.889
5116,11200767,K03667.01,2.489549075,1.05E-06,-1.05E-06,132.045037,3.53E-04,-3.53E-04,1.33,0.355,-0.274,2.4345,0.0204,-0.0204,59.57,1.59E+01,-1.77E+01,1708,,,2007.56,1580.52,-1140.13,6184,169,-206,4.138,0.293,-0.158,1.406,0.375,-0.417,296.4747,48.85371,13.368
5117,9892816,K01955.03,1.644221032,5.95E-06,-5.95E-06,131.75241,2.90E-03,-2.90E-03,0.942,0.014,-0.648,2.9122,0.0778,-0.0778,1.18,1.90E-01,-1.60E-01,1897,,,3071.95,1416.69,-959.78,6297,113,-126,4.26,0.09,-0.11,1.369,0.228,-0.187,292.67807,46.726711,13.147
5118,8589731,K03668.01,4.469731089,2.32E-06,-2.32E-06,133.011683,4.17E-04,-4.17E-04,1.268,0.09,-0.079,5.257,0.0218,-0.0218,84.63,2.01E+01,-4.68E+01,1614,,,1604.34,1160.4,-1317.77,5758,173,-156,3.808,0.568,-0.142,2.318,0.55,-1.283,300.78256,44.65501,13.246
5119,2162994,K06260.01,4.101595158,1.74E-07,-1.74E-07,132.6324315,3.52E-05,-3.52E-05,0.394,0.001,-0.001,6.10362,0.00222,-0.00222,51.08,1.14E+01,-4.87E+00,1028,,,264.23,176.33,-70.46,5610,152,-152,4.533,0.074,-0.137,0.808,0.181,-0.077,292.05801,37.592049,14.162
5120,4356766,K03669.01,1.731803197,1.52E-06,-1.52E-06,132.887574,8.05E-04,-8.05E-04,0.63,0.011,-0.016,5.6803,0.0442,-0.0442,22.87,6.42E+00,-2.76E+00,1526,,,1285.11,1099.33,-422.08,5761,180,-200,4.426,0.084,-0.196,1.029,0.289,-0.124,289.25427,39.409729,15.449
5121,2167890,K03670.01,2.64830047,2.68E-06,-2.68E-06,133.034879,9.32E-04,-9.32E-04,0.873,0.232,-0.083,2.6395,0.0834,-0.0834,126.54,2.08E+01,-3.86E+01,3042,,,20225.84,8341.11,-11135.88,4839,50,-86,2.761,0.188,-0.101,9.278,1.524,-2.831,293.09363,37.514511,12.858
5122,5384079,K02011.02,17.2653659,1.97E-04,-1.97E-04,135.3549,8.43E-03,-8.43E-03,0.007,0.452,-0.007,5.02,0.234,-0.234,1.16,2.20E-01,-1.50E-01,888,,,146.92,76.7,-44.43,6388,115,-140,4.244,0.088,-0.121,1.402,0.267,-0.178,297.25504,40.54837,12.556
5123,4935914,K03743.01,3.486318703,7.42E-06,-7.42E-06,134.87329,1.38E-03,-1.38E-03,1.138,20.48,-0.017,2.7904,0.0273,-0.0273,54.53,0.00E+00,0.00E+00,1201,,,491.1,0,0,5780,,,4.438,,,1,,,295.05191,40.012619,17.914
5124,11303811,K03744.01,1.705780649,3.66E-06,-3.66E-06,133.15662,1.85E-03,-1.85E-03,1.231,33.52,-3.449,1.6271,0.0857,-0.0857,25.95,1.93E+00,-1.75E+00,1101,,,348.32,118.54,-85.34,4970,189,-172,4.665,0.054,-0.036,0.591,0.044,-0.04,295.06152,49.046558,15.77
5125,2437783,K03745.01,7.45306683,3.92E-05,-3.92E-05,131.76434,3.17E-03,-3.17E-03,10.337,65.91,-5.73,4.7617,0.0536,-0.0536,1044.28,0.00E+00,0.00E+00,932,,,178.53,0,0,5780,,,4.438,,,1,,,290.25198,37.763203,17.3
5126,12062660,K03746.01,2.929299629,3.00E-06,-3.00E-06,133.71721,1.12E-03,-1.12E-03,1.025,0.099,-0.078,7.102,0.0227,-0.0227,51.67,0.00E+00,0.00E+00,1272,,,618.11,0,0,5780,,,4.438,,,1,,,292.07089,50.546799,17.382
5127,9777087,K03747.01,5.50811352,3.40E-05,-3.40E-05,134.32603,1.45E-03,-1.45E-03,1.215,29.79,-0.337,2.9516,0.0377,-0.0377,34.03,4.09E+00,-1.85E+00,778,,,86.57,38.13,-19.48,5188,182,-182,4.687,0.025,-0.075,0.624,0.075,-0.034,294.47,46.589581,17.065
5128,5956776,K03821.01,0.569115097,1.71E-07,-1.71E-07,132.020841,3.15E-04,-3.15E-04,0.444,0.269,-0.398,3.5028,0.0154,-0.0154,156.15,4.76E+01,-3.46E+01,3357,,,29827.37,27646.81,-14817.7,7174,225,-325,4.13,0.17,-0.187,1.705,0.52,-0.378,290.64828,41.23407,16.747
5129,8883727,K03822.01,2.529073751,2.15E-06,-2.15E-06,133.390989,7.13E-04,-7.13E-04,1.263,13.34,-0.136,1.8827,0.0352,-0.0352,25.8,4.95E+00,-2.29E+00,1137,,,395.83,236.2,-100.9,5465,162,-146,4.598,0.032,-0.128,0.766,0.147,-0.068,291.13748,45.11092,15.573
5130,4820550,K03823.01,202.1168173,5.44E-04,-5.44E-04,292.05064,1.85E-03,-1.85E-03,0.906,0.01,-0.028,4.683,0.154,-0.154,5.8,7.20E-01,-3.40E-01,286,,,1.59,0.53,-0.26,5536,74,-83,4.498,0.038,-0.113,0.917,0.115,-0.053,286.77145,39.983822,13.922
5131,6516874,K03824.01,0.916326699,3.81E-07,-3.81E-07,131.80905,3.73E-04,-3.73E-04,0.988,0.07,-0.047,3.1427,0.0197,-0.0197,50.7,1.57E+01,-5.22E+00,1917,,,3196.67,2995.06,-996.66,6046,189,-232,4.486,0.052,-0.208,0.972,0.3,-0.1,290.09695,41.97068,15.896
5132,11709124,K00435.03,33.0405509,1.22E-04,-1.22E-04,161.22146,3.04E-03,-3.04E-03,0.431,0.008,-0.431,3.3613,0.0885,-0.0885,2.36,3.20E-01,-2.30E-01,561,,,23.4,9.14,-5.68,5688,113,-101,4.415,0.1,-0.1,0.971,0.13,-0.095,289.78052,49.89653,14.534
5133,9161118,K03898.01,1.306723495,1.04E-06,-1.04E-06,132.53576,7.54E-04,-7.54E-04,1.229,0.111,-0.072,6.606,0.0349,-0.0349,27.42,2.21E+00,-2.46E+00,1170,,,443.02,150.79,-124.81,4651,163,-163,4.612,0.052,-0.032,0.657,0.053,-0.059,294.32037,45.501282,15.984
5134,3556229,K03899.01,0.7967202,2.99E-07,-2.99E-07,132.288291,4.41E-04,-4.41E-04,0.839,0.021,-0.018,4.25304,0.00976,-0.00976,56.89,0.00E+00,0.00E+00,1964,,,3497.4,0,0,5780,,,4.438,,,1,,,294.35196,38.604702,17.656
5135,11911580,K03900.01,359.102042,8.16E-03,-8.16E-03,393.8542,1.30E-02,-1.30E-02,1.201,70.34,-0.223,16.949,0.822,-0.822,28.76,9.08E+00,-3.04E+00,290,,,1.67,1.5,-0.49,6355,153,-192,4.41,0.054,-0.202,1.108,0.35,-0.117,290.15457,50.259689,13.906
5136,9480535,K03901.01,160.130899,1.72E-03,-1.72E-03,203.47424,6.37E-03,-6.37E-03,0.791,0.018,-0.565,13.775,0.315,-0.315,6.67,1.19E+00,-1.47E+00,450,,,9.68,4.51,-4.1,6092,79,-85,4.056,0.182,-0.112,1.759,0.316,-0.386,297.41443,46.060822,15.13
5137,10583225,K03902.01,2.69634575,1.10E-05,-1.10E-05,132.9969,3.42E-03,-3.42E-03,0.54,0.007,-0.486,3.785,0.115,-0.115,1.46,4.50E-01,-2.60E-01,1287,,,650.06,596.25,-256.52,5418,164,-147,4.335,0.205,-0.225,1.051,0.32,-0.187,283.78958,47.806431,14.544
5138,5215251,K03903.01,2.553924603,7.81E-06,-7.81E-06,131.94769,2.87E-03,-2.87E-03,1.258,0.401,-0.137,9.835,0.133,-0.133,32.67,8.78E+00,-3.74E+00,1352,,,789.69,646.83,-259.6,5993,186,-228,4.489,0.048,-0.192,0.986,0.265,-0.113,298.45837,40.39193,15.755
5139,10383696,K03671.01,8.487871809,3.93E-06,-3.93E-06,134.495278,5.17E-04,-5.17E-04,0.941,0.037,-0.032,4.19829,0.00965,-0.00965,46.24,1.28E+01,-3.41E+00,798,,,96,82.28,-23.96,5553,183,-183,4.558,0.032,-0.189,0.855,0.237,-0.063,280.8858,47.565632,16.947
5140,9777090,K03672.01,5.50817321,3.43E-05,-3.43E-05,134.32367,2.80E-03,-2.80E-03,0.739,0.048,-0.05,3.6845,0.0182,-0.0182,39.18,4.99E+00,-2.86E+00,768,,,82.55,38.31,-21.3,5051,182,-182,4.663,0.03,-0.07,0.644,0.082,-0.047,294.47156,46.58923,17.779
5141,11455484,K03673.01,6.142812722,5.79E-06,-5.79E-06,135.16085,1.05E-03,-1.05E-03,0.477,0.009,-0.015,6.0751,0.0254,-0.0254,31.9,0.00E+00,0.00E+00,994,,,230.71,0,0,5780,,,4.438,,,1,,,292.02893,49.387688,16.152
5142,2446623,K03674.01,175.0658609,6.79E-05,-6.79E-05,179.043787,3.25E-04,-3.25E-04,1.149,0.133,-0.097,4.5181,0.0166,-0.0166,40.63,1.17E+01,-2.93E+00,312,,,2.24,1.94,-0.55,6021,179,-197,4.57,0.036,-0.204,0.819,0.236,-0.059,292.16528,37.794048,15.62
5143,9596089,K03675.01,20.8392148,1.30E-04,-1.30E-04,133.49781,5.13E-03,-5.13E-03,0.894,0.952,-0.285,2.3321,0.0343,-0.0343,51.9,9.21E+00,-6.71E+00,584,,,27.45,16.77,-9.39,5378,206,-187,4.488,0.12,-0.132,0.812,0.144,-0.105,294.96225,46.225609,16.583
5144,5738506,K03676.01,9.50158045,1.02E-05,-1.02E-05,131.97492,1.18E-03,-1.18E-03,0.444,0.032,-0.028,5.0701,0.025,-0.025,73.07,0.00E+00,0.00E+00,860,,,128.99,0,0,5780,,,4.438,,,1,,,299.68124,40.967922,18.347
5145,9777087,K03747.02,19.226055,1.67E-03,-1.67E-03,132.6309,1.92E-02,-1.92E-02,0.2579,0.198,-0.2579,2.949,0.31,-0.31,3.52,5.10E-01,-2.00E-01,513,,,16.32,8.37,-3.62,5193,189,-172,4.689,0.025,-0.093,0.621,0.09,-0.035,294.47,46.589581,17.065
5146,4247807,K03748.01,2.050435466,1.30E-06,-1.30E-06,133.288776,5.60E-04,-5.60E-04,1.275,0.196,-0.109,8.0122,0.0227,-0.0227,34.84,6.50E+00,-4.35E+00,1278,,,629.98,400.07,-211.12,5440,207,-189,4.496,0.092,-0.127,0.825,0.154,-0.103,287.16849,39.379581,14.808
5147,11547869,K03749.01,10.72725536,4.89E-05,-4.89E-05,132.90239,3.30E-03,-3.30E-03,1.056,17.11,-0.042,1.7541,0.0213,-0.0213,12.85,3.01E+00,-2.69E+00,307,,,2.1,1.36,-0.9,3324,66,-73,5.006,0.075,-0.083,0.268,0.063,-0.056,285.00772,49.503979,16.415
5148,7700590,K03750.01,1.507101452,1.09E-06,-1.09E-06,132.092456,6.83E-04,-6.83E-04,1.246,0.127,-0.096,5.2005,0.0263,-0.0263,39.32,9.92E+00,-6.11E+00,1573,,,1453.29,1143.25,-547.01,5884,195,-195,4.453,0.13,-0.174,0.876,0.221,-0.136,297.26233,43.30434,14.848
5149,9053086,K03751.01,1.274841686,8.46E-07,-8.46E-07,131.623318,7.42E-04,-7.42E-04,1.128,0.042,-0.035,3.5903,0.02,-0.02,63.68,1.97E+01,-1.31E+01,2025,,,3957.46,3727.26,-1828.29,6211,197,-241,4.247,0.185,-0.185,1.281,0.396,-0.264,300.72165,45.306702,14.034
5150,3128552,K02055.02,4.02582434,1.27E-05,-1.27E-05,135.42508,2.83E-03,-2.83E-03,0.017,0.429,-0.017,2.8059,0.0826,-0.0826,1.79,2.70E-01,-3.00E-01,1169,,,440.08,178.9,-150.56,5509,82,-74,4.308,0.156,-0.104,1.116,0.169,-0.186,294.15271,38.23304,14.523
5151,5467113,K03825.01,2.845746618,2.05E-06,-2.05E-06,134.276987,7.62E-04,-7.62E-04,0.126,0.017,-0.021,13.0719,0.0283,-0.0283,135.99,3.47E+01,-6.44E+01,1667,,,1822.75,1446.27,-1375.42,5641,186,-169,3.948,0.495,-0.165,1.776,0.453,-0.841,296.67532,40.650009,15.833
5152,8240123,K03826.01,2.30120705,1.19E-05,-1.19E-05,132.18748,5.04E-03,-5.04E-03,1.262,0.118,-0.084,25.08,1,-1,28.64,8.35E+00,-2.63E+00,1254,,,583.42,525,-162.57,5641,186,-186,4.554,0.035,-0.196,0.85,0.248,-0.078,294.22784,44.134739,15.818
5153,5114623,K03827.01,337.377514,3.78E-03,-3.78E-03,336.53604,5.29E-03,-5.29E-03,1.245,0.5484,-0.0504,12.136,0.293,-0.293,37.23,1.59E+01,-3.76E+00,271,,,1.28,1.65,-0.38,6029,171,-216,4.452,0.056,-0.293,0.998,0.427,-0.101,295.73285,40.26078,15.36
5154,5114623,K03827.02,389.2807504,,,310.5901867,,,,,,12.52,,,,,,,,,,,,,,,,,,,,,295.73285,40.26078,15.36
5155,10031907,K03828.01,8.58965725,2.19E-05,-2.19E-05,132.01852,2.07E-03,-2.07E-03,1.249,4.197,-0.108,8.9793,0.0987,-0.0987,27.86,8.25E+00,-2.18E+00,828,,,111.01,96.43,-27.56,5697,154,-171,4.539,0.037,-0.2,0.892,0.264,-0.07,298.82263,46.939129,14.649
5156,6525946,K02093.02,2.508116,1.45E-05,-1.45E-05,133.98497,5.24E-03,-5.24E-03,0.472,0.035,-0.43,2.504,0.11,-0.11,12.28,4.64E+00,-1.55E+00,3662,,,42618.46,43373.68,-11231.94,5096,77,-46,2.435,0.117,-0.143,8.769,3.319,-1.106,292.95416,41.934799,15.357
5157,5480736,K03904.01,8.56751264,7.41E-05,-7.41E-05,136.06104,7.72E-03,-7.72E-03,1.182,34.24,-0.901,5.449,0.366,-0.366,23.05,8.01E+00,-2.67E+00,972,,,210.83,221.93,-69.74,6212,194,-237,4.42,0.07,-0.21,1.054,0.366,-0.122,299.52237,40.611252,14.943
5158,8487748,K03905.01,1.061934313,1.51E-06,-1.51E-06,131.72596,1.19E-03,-1.19E-03,1.218,0.926,-0.064,3.194,0.0601,-0.0601,15.14,1.18E+00,-1.58E+00,1104,,,352.77,102.98,-105.26,4304,116,-142,4.675,0.065,-0.025,0.566,0.044,-0.059,288.90912,44.591831,15.454
5159,9892856,K03906.01,2.406574511,3.81E-06,-3.81E-06,133.73667,1.40E-03,-1.40E-03,1.187,2.586,-0.099,3.4382,0.0678,-0.0678,26.22,8.29E+00,-2.96E+00,1481,,,1140.2,1060.55,-381.38,6167,169,-253,4.428,0.052,-0.208,1.107,0.35,-0.125,292.69342,46.793892,15.42
5160,6795089,K07792.01,96.231257,1.16E-03,-1.16E-03,217.00033,7.50E-03,-7.50E-03,0.442,0.018,-0.442,2.488,0.399,-0.399,29.26,2.37E+00,-5.53E+00,965,,,204.8,54.23,-83,4895,98,-122,2.674,0.03,-0.03,9.529,0.771,-1.8,296.44431,42.28735,13.648
5161,3340313,K03677.01,30.5528701,1.83E-05,-1.83E-05,143.348399,6.72E-04,-6.72E-04,1.134,0.104,-0.215,5.3367,0.014,-0.014,63.57,2.08E+01,-7.42E+00,685,,,51.9,50.09,-17.25,6441,179,-246,4.367,0.072,-0.203,1.165,0.381,-0.136,290.96396,38.469501,16.245
5162,9892816,K01955.04,26.2347447,1.23E-04,-1.23E-04,141.99379,4.03E-03,-4.03E-03,0.985,0.032,-0.693,3.536,0.254,-0.254,2.76,4.50E-01,-3.80E-01,754,,,76.31,35.19,-23.84,6297,113,-126,4.26,0.09,-0.11,1.369,0.228,-0.187,292.67807,46.726711,13.147
5163,4150804,K03678.01,160.8845197,8.79E-05,-8.79E-05,277.504342,4.04E-04,-4.04E-04,0.284,0.061,-0.103,10.8771,0.0369,-0.0369,9.09,3.04E+00,-2.02E+00,346,,,3.39,3.48,-1.6,5650,186,-186,4.313,0.225,-0.225,1.044,0.349,-0.232,289.7916,39.285328,12.888
5164,5021174,K03679.01,4.04506346,1.55E-06,-1.55E-06,132.232226,4.46E-04,-4.46E-04,0.529,0.024,-0.032,3.22222,0.00777,-0.00777,67.94,0.00E+00,0.00E+00,1143,,,402.77,0,0,5780,,,4.438,,,1,,,294.58798,40.167068,17.705
5165,9025971,K03680.01,141.2415405,9.49E-05,-9.49E-05,256.205347,5.85E-04,-5.85E-04,0.12,0.068,-0.12,6.7645,0.0216,-0.0216,11.49,1.66E+00,-1.21E+00,352,,,3.62,1.48,-0.95,5705,104,-115,4.397,0.095,-0.105,1.017,0.147,-0.107,293.28156,45.309669,14.524
5166,2581316,K03681.01,217.8318429,8.51E-05,-8.51E-05,238.820035,3.04E-04,-3.04E-04,0.004,0.079,-0.004,21.306,0.0132,-0.0132,11.17,2.03E+00,-8.10E-01,343,,,3.29,1.6,-0.7,6259,99,-136,4.385,0.034,-0.128,1.167,0.212,-0.085,292.62747,37.860142,11.69
5167,9973109,K02018.02,16.0988294,2.69E-04,-2.69E-04,131.8764,1.33E-02,-1.33E-02,0.017,0.423,-0.017,5.686,0.424,-0.424,1.14,3.30E-01,-2.00E-01,705,,,58.53,50.63,-23.39,5657,169,-169,4.401,0.167,-0.204,0.911,0.262,-0.161,299.526,46.899261,14.55
5168,6314185,K03752.01,1.433262145,1.63E-06,-1.63E-06,132.822323,9.50E-04,-9.50E-04,0.933,0.002,-0.002,5.6316,0.0552,-0.0552,5.67,1.54E+00,-1.27E+00,1769,,,2319.46,1906.69,-1094.34,5977,179,-197,4.318,0.19,-0.19,1.068,0.291,-0.238,299.24219,41.62323,14.888
5169,8620561,K03753.01,0.782046543,1.56E-07,-1.56E-07,131.674244,2.08E-04,-2.08E-04,0.633,0.069,-0.184,1.9874,0.0107,-0.0107,43.07,3.35E+00,-3.35E+00,1372,,,836.18,264.25,-221.22,4768,151,-170,4.661,0.056,-0.032,0.591,0.046,-0.046,290.26721,44.711441,16.784
5170,8937019,K03754.01,5.663604992,2.84E-06,-2.84E-06,133.892182,5.60E-04,-5.60E-04,0.785,0.303,-0.092,1.4283,0.014,-0.014,54.55,0.00E+00,0.00E+00,1021,,,257.36,0,0,5780,,,4.438,,,1,,,284.79047,45.230106,17.93
5171,9896435,K03755.01,18.07661035,9.26E-06,-9.26E-06,146.256704,6.00E-04,-6.00E-04,1.074,0.386,-0.085,3.1396,0.0138,-0.0138,39.16,2.88E+00,-3.79E+00,533,,,19.14,6.22,-5.64,4848,173,-173,4.55,0.065,-0.04,0.764,0.056,-0.074,294.12576,46.797779,16.636
5172,10352938,K03756.01,6.47173281,2.59E-05,-2.59E-05,136.35537,4.48E-03,-4.48E-03,0.267,0.072,-0.267,7.1964,0.077,-0.077,13.68,4.10E+00,-4.09E+00,1338,,,757.69,670.48,-439.52,6318,177,-243,4.079,0.258,-0.172,1.685,0.504,-0.504,296.69699,47.407627,14.35
5173,10676927,K03830.01,1.031100362,1.08E-06,-1.08E-06,131.87473,1.18E-03,-1.18E-03,0.293,0.053,-0.156,2.9759,0.0399,-0.0399,27.35,5.71E+00,-2.44E+00,1584,,,1491.65,979.99,-421.24,5666,181,-202,4.601,0.036,-0.135,0.752,0.157,-0.067,296.14957,47.937832,17.022
5174,5649836,K03831.01,0.597933142,6.30E-08,-6.30E-08,131.95669,1.11E-04,-1.11E-04,0.634,0.008,-0.009,3.47133,0.00407,-0.00407,63.46,0.00E+00,0.00E+00,2161,,,5169.99,0,0,5780,,,4.438,,,1,,,299.07919,40.828976,16.377
5175,7620660,K03832.01,5.36652724,3.37E-05,-3.37E-05,134.86398,5.51E-03,-5.51E-03,0.985,5.945,-0.035,8.367,0.188,-0.188,7.97,2.36E+00,-7.90E-01,982,,,219.72,194.93,-65.46,5858,174,-209,4.553,0.036,-0.192,0.849,0.251,-0.084,295.56024,43.203178,15.48
5176,3836399,K03834.01,1.540392098,2.05E-06,-2.05E-06,131.9989,1.29E-03,-1.29E-03,1.184,1.589,-0.044,3.7271,0.0623,-0.0623,17.63,1.51E+00,-1.68E+00,1210,,,506.98,164.83,-134.57,4911,146,-131,4.564,0.066,-0.039,0.724,0.062,-0.069,286.93588,38.924469,14.449
5177,2581554,K03835.01,47.1484324,8.17E-05,-8.17E-05,175.2689,1.38E-03,-1.38E-03,0.668,0.228,-0.449,3.1347,0.0603,-0.0603,2.58,1.40E-01,-1.30E-01,391,,,5.5,1.11,-0.95,4975,100,-100,4.579,0.038,-0.031,0.734,0.039,-0.039,292.69028,37.83498,12.86
5178,3128552,K02055.03,2.50475282,1.14E-05,-1.14E-05,133.63645,3.73E-03,-3.73E-03,0.13,0.32,-0.13,2.376,0.111,-0.111,1.48,2.20E-01,-2.50E-01,1369,,,828.59,336.84,-283.48,5509,82,-74,4.308,0.156,-0.104,1.116,0.169,-0.186,294.15271,38.23304,14.523
5179,10363115,K03908.01,59.3627946,3.50E-04,-3.50E-04,184.14711,4.77E-03,-4.77E-03,0.001,0.376,0,13.972,0.138,-0.138,2.23,3.50E-01,-4.90E-01,566,,,24.33,10.99,-10.5,5786,115,-104,4.106,0.188,-0.101,1.471,0.233,-0.321,299.58337,47.448078,12.07
5180,5966810,K03909.01,247.891041,2.55E-03,-2.55E-03,133.92838,7.89E-03,-7.89E-03,0.002,0.419,-0.002,18.363,0.266,-0.266,4.74,8.70E-01,-8.70E-01,367,,,4.27,2.03,-1.57,6121,82,-82,4.163,0.154,-0.126,1.536,0.281,-0.281,293.8183,41.21146,14.948
5181,10491062,K03910.01,2.199076661,7.30E-06,-7.30E-06,133.06147,3.17E-03,-3.17E-03,1.22,1.303,-0.174,6.11,0.135,-0.135,21.72,3.93E+00,-1.81E+00,1179,,,457.33,273.92,-123.94,5310,185,-185,4.565,0.045,-0.105,0.791,0.143,-0.066,298.78415,47.655548,15.339
5182,9761615,K03911.01,1.79110997,5.48E-06,-5.48E-06,131.95636,2.43E-03,-2.43E-03,0.028,0.404,-0.028,2.0917,0.0734,-0.0734,1.29,4.10E-01,-1.40E-01,1549,,,1356.76,1266.27,-408.61,6040,163,-199,4.469,0.054,-0.216,0.999,0.318,-0.106,287.40295,46.573978,14.496
5183,4058881,K03912.01,7.77241144,5.89E-05,-5.89E-05,132.58122,6.88E-03,-6.88E-03,0.317,0.135,-0.317,5.272,0.182,-0.182,1.69,4.90E-01,-1.60E-01,938,,,183.58,159.32,-52.36,6014,181,-199,4.486,0.05,-0.2,0.993,0.286,-0.095,292.02042,39.16156,15.327
5184,6863158,K07793.01,1.99469354,4.99E-05,-4.99E-05,131.5639,1.85E-02,-1.85E-02,0.643,0.33,-0.422,5.297,0.552,-0.552,0.46,2.00E-02,-3.00E-02,758,,,78.2,14.19,-14.82,3799,68,-68,4.738,0.036,-0.021,0.51,0.025,-0.034,291.85205,42.343361,15.846
